Authors,Title,Year,Source title,Cited by
"Berry A.J., Danyushevsky L.V., O'Neill H.St.C., Newville M., Sutton S.R.",Oxidation state of iron in komatiitic melt inclusions indicates hot Archaean mantle,2008,Nature,125
"Long F., Su C.-C., Zimmermann M.T., Boyken S.E., Rajashankar K.R., Jernigan R.L., Yu E.W.",Crystal structures of the CusA efflux pump suggest methionine-mediated metal transport,2010,Nature,125
"Carter J.A., Fabrycky D.C., Ragozzine D., Holman M.J., Quinn S.N., Latham D.W., Buchhave L.A., Van Cleve J., Cochran W.D., Cote M.T., Endl M., Ford E.B., Haas M.R., Jenkins J.M., Koch D.G., Li J., Lissauer J.J., MacQueen P.J., Middour C.K., Orosz J.A., Rowe J.F., Steffen J.H., Welsh W.F.",KOI-126: A triply eclipsing hierarchical triple with two low-mass stars,2011,Science,126
"Tian H., Lu C., Ciais P., Michalak A.M., Canadell J.G., Saikawa E., Huntzinger D.N., Gurney K.R., Sitch S., Zhang B., Yang J., Bousquet P., Bruhwiler L., Chen G., Dlugokencky E., Friedlingstein P., Melillo J., Pan S., Poulter B., Prinn R., Saunois M., Schwalm C.R., Wofsy S.C.",The terrestrial biosphere as a net source of greenhouse gases to the atmosphere,2016,Nature,126
"Anderson T.M., Neiwert W.A., Kirk M.L., Piccoli P.M.B., Schultz A.J., Koetzle T.F., Musaev D.G., Morokuma K., Cao R., Hill C.L.","A late-transition metal oxo complex: K7Na9[O=Pt IV(H2O)L2], L = [PW9O 34]9-",2004,Science,127
"Evans J.A., Foster J.G.",Metaknowledge,2011,Science,127
"Gerber S., Jang H., Nojiri H., Matsuzawa S., Yasumura H., Bonn D.A., Liang R., Hardy W.N., Islam Z., Mehta A., Song S., Sikorski M., Stefanescu D., Feng Y., Kivelson S.A., Devereaux T.P., Shen Z.-X., Kao C.-C., Lee W.-S., Zhu D., Lee J.-S.",Three-dimensional charge density wave order in YBa2Cu3O6.67 at high magnetic fields,2015,Science,127
"Gandal M.J., Haney J.R., Parikshak N.N., Leppa V., Ramaswami G., Hartl C., Schork A.J., Appadurai V., Buil A., Werge T.M., Liu C., White K.P., Horvath S., Geschwind D.H.",Shared molecular neuropathology across major psychiatric disorders parallels polygenic overlap,2018,Science,128
"Seguin-Orlando A., Korneliussen T.S., Sikora M., Malaspinas A.-S., Manica A., Moltke I., Albrechtsen A., Ko A., Margaryan A., Moiseyev V., Goebel T., Westaway M., Lambert D., Khartanovich V., Wall J.D., Nigst P.R., Foley R.A., Lahr M.M., Nielsen R., Orlando L., Willerslev E.","Genomic structure in Europeans dating back at least 36,200 years",2014,Science,128
"Vásquez V., Sotomayor M., Cordero-Morales J., Schulten K., Perozo E.",A structural mechanism for MscS gating in lipid bilayers,2008,Science,128
"Behnke E., Collar J.I., Cooper P.S., Crum K., Crisler M., Hu M., Levine I., Nakazawa D., Nguyen H., Odom B., Ramberg E., Rasmussen J., Riley N., Sonnenschein A., Szydagis M., Tschirhart R.",Spin-dependent WIMP limits from a bubble chamber,2008,Science,129
"Irwin D.E., Bensch S., Irwin J.H., Price T.D.",Speciation by distance in a ring species,2005,Science,129
"Michailidou K., Lindström S., Dennis J., Beesley J., Hui S., Kar S., Lemaçon A., Soucy P., Glubb D., Rostamianfar A., Bolla M.K., Wang Q., Tyrer J., Dicks E., Lee A., Wang Z., Allen J., Keeman R., Eilber U., French J.D., Chen X.Q., Fachal L., McCue K., Reed A.E.M., Ghoussaini M., Carroll J.S., Jiang X., Finucane H., Adams M., Adank M.A., Ahsan H., Aittomäki K., Anton-Culver H., Antonenkova N.N., Arndt V., Aronson K.J., Arun B., Auer P.L., Bacot F., Barrdahl M., Baynes C., Beckmann M.W., Behrens S., Benitez J., Bermisheva M., Bernstein L., Blomqvist C., Bogdanova N.V., Bojesen S.E., Bonanni B., Børresen-Dale A.-L., Brand J.S., Brauch H., Brennan P., Brenner H., Brinton L., Broberg P., Brock I.W., Broeks A., Brooks-Wilson A., Brucker S.Y., Brüning T., Burwinkel B., Butterbach K., Cai Q., Cai H., Caldés T., Canzian F., Carracedo A., Carter B.D., Castelao J.E., Chan T.L., Cheng T.-Y.-D., Chia K.S., Choi J.-Y., Christiansen H., Clarke C.L., Collée M., Conroy D.M., Cordina-Duverger E., Cornelissen S., Cox D.G., Cox A., Cross S.S., Cunningham J.M., Czene K., Daly M.B., Devilee P., Doheny K.F., Dörk T., Dos-Santos-Silva I., Dumont M., Durcan L., Dwek M., Eccles D.M., Ekici A.B., Eliassen A.H., Ellberg C., Elvira M., Engel C., Eriksson M., Fasching P.A., Figueroa J., Flesch-Janys D., Fletcher O., Flyger H., Fritschi L., Gaborieau V., Gabrielson M., Gago-Dominguez M., Gao Y.-T., Gapstur S.M., García-Sáenz J.A., Gaudet M.M., Georgoulias V., Giles G.G., Glendon G., Goldberg M.S., Goldgar D.E., González-Neira A., Alnæs G.I.G., Grip M., Gronwald J., Grundy A., Guénel P., Haeberle L., Hahnen E., Haiman C.A., Håkansson N., Hamann U., Hamel N., Hankinson S., Harrington P., Hart S.N., Hartikainen J.M., Hartman M., Hein A., Heyworth J., Hicks B., Hillemanns P., Ho D.N., Hollestelle A., Hooning M.J., Hoover R.N., Hopper J.L., Hou M.-F., Hsiung C.-N., Huang G., Humphreys K., Ishiguro J., Ito H., Iwasaki M., Iwata H., Jakubowska A., Janni W., John E.M., Johnson N., Jones K., Jones M., Jukkola-Vuorinen A., Kaaks R., Kabisch M., Kaczmarek K., Kang D., Kasuga Y., Kerin M.J., Khan S., Khusnutdinova E., Kiiski J.I., Kim S.-W., Knight J.A., Kosma V.-M., Kristensen V.N., Krüger U., Kwong A., Lambrechts D., Le Marchand L., Lee E., Lee M.H., Lee J.W., Lee C.N., Lejbkowicz F., Li J., Lilyquist J., Lindblom A., Lissowska J., Lo W.-Y., Loibl S., Long J., Lophatananon A., Lubinski J., Luccarini C., Lux M.P., Ma E.S.K., MacInnis R.J., Maishman T., Makalic E., Malone K.E., Kostovska I.M., Mannermaa A., Manoukian S., Manson J.E., Margolin S., Mariapun S., Martinez M.E., Matsuo K., Mavroudis D., McKay J., McLean C., Meijers-Heijboer H., Meindl A., Menéndez P., Menon U., Meyer J., Miao H., Miller N., Taib N.A.M., Muir K., Mulligan A.M., Mulot C., Neuhausen S.L., Nevanlinna H., Neven P., Nielsen S.F., Noh D.-Y., Nordestgaard B.G., Norman A., Olopade O.I., Olson J.E., Olsson H., Olswold C., Orr N., Pankratz V.S., Park S.K., Park-Simon T.-W., Lloyd R., Perez J.I.A., Peterlongo P., Peto J., Phillips K.-A., Pinchev M., Plaseska-Karanfilska D., Prentice R., Presneau N., Prokofyeva D., Pugh E., Pylkäs K., Rack B., Radice P., Rahman N., Rennert G., Rennert H.S., Rhenius V., Romero A., Romm J., Ruddy K.J., Rüdiger T., Rudolph A., Ruebner M., Rutgers E.J.T., Saloustros E., Sandler D.P., Sangrajrang S., Sawyer E.J., Schmidt D.F., Schmutzler R.K., Schneeweiss A., Schoemaker M.J., Schumacher F., Schürmann P., Scott R.J., Scott C., Seal S., Seynaeve C., Shah M., Sharma P., Shen C.-Y., Sheng G., Sherman M.E., Shrubsole M.J., Shu X.-O., Smeets A., Sohn C., Southey M.C., Spinelli J.J., Stegmaier C., Stewart-Brown S., Stone J., Stram D.O., Surowy H., Swerdlow A., Tamimi R., Taylor J.A., Tengström M., Teo S.H., Terry M.B., Tessier D.C., Thanasitthichai S., Thöne K., Tollenaar R.A.E.M., Tomlinson I., Tong L., Torres D., Truong T., Tseng C.-C., Tsugane S., Ulmer H.-U., Ursin G., Untch M., Vachon C., Van Asperen C.J., Van Den Berg D., Van Den Ouweland A.M.W., Van Der Kolk L., Van Der Luijt R.B., Vincent D., Vollenweider J., Waisfisz Q., Wang-Gohrke S., Weinberg C.R., Wendt C., Whittemore A.S., Wildiers H., Willett W., Winqvist R., Wolk A., Wu A.H., Xia L., Yamaji T., Yang X.R., Yip C.H., Yoo K.-Y., Yu J.-C., Zheng W., Zheng Y., Zhu B., Ziogas A., Ziv E., Lakhani S.R., Antoniou A.C., Droit A., Andrulis I.L., Amos C.I., Couch F.J., Pharoah P.D.P., Chang-Claude J., Hall P., Hunter D.J., Milne R.L., García-Closas M., Schmidt M.K., Chanock S.J., Dunning A.M., Edwards S.L., Bader G.D., Chenevix-Trench G., Simard J., Kraft P., Easton D.F.",Association analysis identifies 65 new breast cancer risk loci,2017,Nature,129
"Greenberg A.J., Moran J.R., Coyne J.A., Wu C.-I.",Ecological Adaptation during Incipient Speciation Revealed by Precise Gene Replacement,2003,Science,130
"Shim S.-H., Duffy T.S., Shen G.",The post-spinel transformation in Mg2SiO4 and its relation to the 660-km seismic discontinuity,2001,Nature,130
"Abbamonte P., Blumberg G., Rusydi A., Gozar A., Evans P.G., Siegrist T., Venema L., Eisaki H., Isaacs E.D., Sawatzky G.A.",Crystallization of charge holes in the spin ladder of Sr 14Cu24O41,2004,Nature,131
"Pagani M., Caldeira K., Archer D., Zachos J.C.",An ancient carbon mystery,2006,Science,131
"Li Y.I., Van De Geijn B., Raj A., Knowles D.A., Petti A.A., Golan D., Gilad Y., Pritchard J.K.",RNA splicing is a primary link between genetic variation and disease,2016,Science,132
"Gess R.W., Coates M.I., Rubidge B.S.",A lamprey from the Devonian period of South Africa,2006,Nature,133
"Greaves G.N., Wilding M.C., Fearn S., Langstaff D., Kargl F., Cox S., Vu Van Q., Majérus O., Benmore C.J., Weber R., Martin C.M., Hennet L.",Detection of first-order liquid/liquid phase transitions in yttrium oxide-aluminum oxide melts,2008,Science,133
"Metcalf J.L., Xu Z.Z., Weiss S., Lax S., Van Treuren W., Hyde E.R., Song S.J., Amir A., Larsen P., Sangwan N., Haarmann D., Humphrey G.C., Ackermann G., Thompson L.R., Lauber C., Bibat A., Nicholas C., Gebert M.J., Petrosino J.F., Reed S.C., Gilbert J.A., Lynne A.M., Bucheli S.R., Carter D.O., Knight R.",Microbial community assembly and metabolic function during mammalian corpse decomposition,2016,Science,133
"Agarwala S., Sanders T.A., Ragsdale C.W.",Sonic hedgehog control of size and shape in midbrain pattern formation,2001,Science,134
"Kunte K., Zhang W., Tenger-Trolander A., Palmer D.H., Martin A., Reed R.D., Mullen S.P., Kronforst M.R.",Doublesex is a mimicry supergene,2014,Nature,134
"Reconditi M., Linari M., Lucii L., Stawart A., Sun Y.-B., Beesecke P., Narayanan T., Fischetti R.F., Irving T., Piazzesi G., Irving M., Lombardi V.",The myosin motor in muscle generates a smaller and slower working stroke at higher load,2004,Nature,134
"Inada N., Oguri M., Pindor B., Hennawi J.F., Chiu K., Zheng W., Ichikawa S.-I., Gregg M.D., Becker R.H., Suto Y., Strauss M.A., Turner E.L., Keeton C.R., Annis J., Castander F.J., Eisenstein D.J., Frieman J.A., Fukugita M., Gunn J.E., Johnston D.E., Kent S.M., Nichol R.C., Richards G.T., Rix H.-W., Sheldon E.S., Bahcall N.A., Brinkmann J., Ivezić Z., Lamb D.Q., McKay T.A., Schneider D.P., York D.G.",A gravitationally lensed quasar with quadruple images separated by 14.62 arcseconds,2003,Nature,135
"Kapheim K.M., Pan H., Li C., Salzberg S.L., Puiu D., Magoc T., Robertson H.M., Hudson M.E., Venkat A., Fischman B.J., Hernandez A., Yandell M., Ence D., Holt C., Yocum G.D., Kemp W.P., Bosch J., Waterhouse R.M., Zdobnov E.M., Stolle E., Kraus F.B., Helbing S., Moritz R.F.A., Glastad K.M., Hunt B.G., Goodisman M.A.D., Hauser F., Grimmelikhuijzen C.J.P., Pinheiro D.G., Nunes F.M.F., Soares M.P.M., Tanaka É.D., Simões Z.L.P., Hartfelder K., Evans J.D., Barribeau S.M., Johnson R.M., Massey J.H., Southey B.R., Hasselmann M., Hamacher D., Biewer M., Kent C.F., Zayed A., Blatti C., III, Sinha S., Johnston J.S., Hanrahan S.J., Kocher S.D., Wang J., Robinson G.E., Zhang G.",Genomic signatures of evolutionary transitions from solitary to group living,2015,Science,135
"Li L., Lindquist S.",Creating a protein-based element of inheritance,2000,Science,135
"Akey D.L., Brown W.C., Dutta S., Konwerski J., Jose J., Jurkiw T.J., DelProposto J., Ogata C.M., Skiniotis G., Kuhn R.J., Smith J.L.",Flavivirus NS1 structures reveal surfaces for associations with membranes and the immune system,2014,Science,136
"Fosque B.F., Sun Y., Dana H., Yang C.-T., Ohyama T., Tadross M.R., Patel R., Zlatic M., Kim D.S., Ahrens M.B., Jayaraman V., Looger L.L., Schreiter E.R.",Labeling of active neural circuits in vivo with designed calcium integrators,2015,Science,136
"Pani A.M., Mullarkey E.E., Aronowicz J., Assimacopoulos S., Grove E.A., Lowe C.J.",Ancient deuterostome origins of vertebrate brain signalling centres,2012,Nature,136
"Raghavan M., DeGiorgio M., Albrechtsen A., Moltke I., Skoglund P., Korneliussen T.S., Grønnow B., Appelt M., Gulløv H.C., Friesen T.M., Fitzhugh W., Malmström H., Rasmussen S., Olsen J., Melchior L., Fuller B.T., Fahrni S.M., Stafford T., Jr., Grimes V., Renouf M.A.P., Cybulski J., Lynnerup N., Lahr M.M., Britton K., Knecht R., Arneborg J., Metspalu M., Cornejo O.E., Malaspinas A.-S., Wang Y., Rasmussen M., Raghavan V., Hansen T.V.O., Khusnutdinova E., Pierre T., Dneprovsky K., Andreasen C., Lange H., Hayes M.G., Coltrain J., Spitsyn V.A., Götherström A., Orlando L., Kivisild T., Villems R., Crawford M.H., Nielsen F.C., Dissing J., Heinemeier J., Meldgaard M., Bustamante C., O'Rourke D.H., Jakobsson M., Gilbert M.T.P., Nielsen R., Willerslev E.",The genetic prehistory of the New World Arctic,2014,Science,136
"Tan Y., Li W.-H.",Trichromatic vision in prosimians,1999,Nature,136
"Flynn G.J., Bleuet P., Borg J., Bradley J.P., Brenker F.E., Brennen S., Bridges J., Brownlee D.E., Bullock E.S., Burghammer M., Clark B.C., Dai Z.R., Daghlian C.P., Djouadi Z., Fakra S., Ferroir T., Floss C., Franchi I.A., Gainsforth Z., Gallien J.-P., Gillet P., Grant P.G., Graham G.A., Green S.F., Grossemy F., Heck P.R., Herzog G.F., Hoppe P., Hörz F., Huth J., Ignatyev K., Ishii H.A., Janssens K., Joswiak D., Kearsley A.T., Khodja H., Lanzirotti A., Leitner J., Lemelle L., Leroux H., Luening K., MacPherson G.J., Marhas K.K., Marcus M.A., Matrajt G., Nakamura T., Nakamura-Messenger K., Nakano T., Newville M., Papanastassiou D.A., Pianetta P., Rao W., Riekel C., Rietmeijer F.J.M., Rost D., Schwandt C.S., See T.H., Sheffield-Parker J., Simionovici A., Sitnitsky I., Snead C.J., Stadermann F.J., Stephan T., Stroud R.M., Susini J., Suzuki Y., Sutton S.R., Taylor S., Teslich N., Troadec D., Tsou P., Tsuchiyama A., Uesugi K., Vekemans B., Vicenzi E.P., Vincze L., Westphal A.J., Wozniakiewicz P., Zinner E., Zolensky M.E.",Elemental compositions of comet 81P/wild 2 samples collected by stardust,2006,Science,137
"Price C.S.C., Dyer K.A., Coyne J.A.",Sperm competition between Drosophila males involves both displacement and incapacitation,1999,Nature,137
"Leffler E.M., Gao Z., Pfeifer S., Ségurel L., Auton A., Venn O., Bowden R., Bontrop R., Wall J.D., Sella G., Donnelly P., McVean G., Przeworski M.",Multiple instances of ancient balancing selection shared between humans and chimpanzees,2013,Science,138
"Li M., Kao E., Gao X., Sandig H., Limmer K., Pavon-Eternod M., Jones T.E., Landry S., Pan T., Weitzman M.D., David M.",Codon-usage-based inhibition of HIV protein synthesis by human schlafen 11,2012,Nature,138
"Noinaj N., Easley N.C., Oke M., Mizuno N., Gumbart J., Boura E., Steere A.N., Zak O., Aisen P., Tajkhorshid E., Evans R.W., Gorringe A.R., Mason A.B., Steven A.C., Buchanan S.K.",Structural basis for iron piracy by pathogenic Neisseria,2012,Nature,138
"Olshansky S.J., Carnes B.A., Désesquelles A.",Demograpgy: Prospects for human longevity,2001,Science,138
"Renard H.-F., Simunovic M., Lemiere J., Boucrot E., Garcia-Castillo M.D., Arumugam S., Chambon V., Lamaze C., Wunder C., Kenworthy A.K., Schmidt A.A., McMahon H.T., Sykes C., Bassereau P., Johannes L.",Endophilin-A2 functions in membrane scission in clathrin-independent endocytosis,2015,Nature,138
Wooton J.T.,Local interactions predict large-scale pattern in empirically derived cellular automata,2001,Nature,138
"Diaz J., Ingall E., Benitez-Nelson C., Paterson D., De Jonge M.D., McNulty I., Brandes J.A.",Marine polyphosphate: A key player in geologic phosphorus sequestration,2008,Science,139
"Friis E.M., Crane P.R., Pedersen K.R., Bengtson S., Donoghue P.C.J., Grimm G.W., Stampanoni M.",Phase-contrast X-ray microtomography links Cretaceous seeds with Gnetales and Bennettitales,2007,Nature,139
"Xiang Y., Laurent B., Hsu C.-H., Nachtergaele S., Lu Z., Sheng W., Xu C., Chen H., Ouyang J., Wang S., Ling D., Hsu P.-H., Zou L., Jambhekar A., He C., Shi Y.",RNA m6 A methylation regulates the ultraviolet-induced DNA damage response,2017,Nature,139
"Borys N.J., Walter M.J., Huang J., Talapin D.V., Lupton J.M.",The role of particle morphology in interfacial energy transfer in CdSe/CdS heterostructure nanocrystals,2010,Science,140
"Peters S.E., Foote M.",Determinants of extinction in the fossil record,2002,Nature,140
"Thammavongsa V., Missiakas D.M., Schneewind O.",Staphylococcus aureus degrades neutrophil extracellular traps to promote immune cell death,2013,Science,140
"Borucki W.J., Agol E., Fressin F., Kaltenegger L., Rowe J., Isaacson H., Fischer D., Batalha N., Lissauer J.J., Marcy G.W., Fabrycky D., Désert J.-M., Bryson S.T., Barclay T., Bastien F., Boss A., Brugamyer E., Buchhave L.A., Burke C., Caldwell D.A., Carter J., Charbonneau D., Crepp J.R., Christensen-Dalsgaard J., Christiansen J.L., Ciardi D., Cochran W.D., DeVore E., Doyle L., Dupree A.K., Endl M., Everett M.E., Ford E.B., Fortney J., Gautier III T.N., Geary J.C., Gould A., Haas M., Henze C., Howard A.W., Howell S.B., Huber D., Jenkins J.M., Kjeldsen H., Kolbl R., Kolodziejczak J., Latham D.W., Lee B.L., Lopez E., Mullally F., Orosz J.A., Prsa A., Quintana E.V., Sanchis-Ojeda R., Sasselov D., Seader S., Shporer A., Steffen J.H., Still M., Tenenbaum P., Thompson S.E., Torres G., Twicken J.D., Welsh W.F., Winn J.N.",Kepler-62: A five-planet system with planets of 1.4 and 1.6 Earth radii in the habitable zone,2013,Science,141
"Vinokur V.M., Baturina T.I., Fistul M.V., Mironov A.Yu., Baklanov M.R., Strunk C.",Superinsulator and quantum synchronization,2008,Nature,141
"Irmis R.B., Nesbitt S.J., Padian K., Smith N.D., Turner A.H., Woody D., Downs A.",A late triassic dinosauromorph assemblage from New Mexico and the rise of dinosaurs,2007,Science,142
"Zettler L.A.A., Gómez F., Zettler E., Keenan B.G., Amils R., Sogin M.L.",Eukaryotic diversity in Spain’s River of Fire: This ancient and hostile ecosystem hosts a surprising variety of microbial organisms,2002,Nature,142
"Clark J.N., Beitra L., Xiong G., Higginbotham A., Fritz D.M., Lemke H.T., Zhu D., Chollet M., Williams G.J., Messerschmidt M., Abbey B., Harder R.J., Korsunsky A.M., Wark J.S., Robinson I.K.",Ultrafast three-dimensional imaging of lattice dynamics in individual gold nanocrystals,2013,Science,143
"Foote M., Sepkoski Jr. J.J.",Absolute measures of the completeness of the fossil record,1999,Nature,143
"Goldman D., Bevilacqua L., Doly S., Kaprio J., Yuan Q., Tikkanen R., Paunio T., Zhou Z., Wedenoja J., Maroteaux L., Diaz S., Belmer A., Colin A. Hodgkinson, Dell'Osso L., Suvisaari J., Coccaro E., Rose R.J., Peltonen L., Virkkunen M.",A population-specific HTR2B stop codon predisposes to severe impulsivity,2010,Nature,143
"Huber D., Carter J.A., Barbieri M., Miglio A., Deck K.M., Fabrycky D.C., Montet B.T., Buchhave L.A., Chaplin W.J., Hekker S., Montalbán J., Sanchis-Ojeda R., Basu S., Bedding T.R., Campante T.L., Christensen-Dalsgaard J., Elsworth Y.P., Stello D., Arentoft T., Ford E.B., Gilliland R.L., Handberg R., Howard A.W., Isaacson H., Johnson J.A., Karoff C., Kawaler S.D., Kjeldsen H., Latham D.W., Lund M.N., Lundkvist M., Marcy G.W., Metcalfe T.S., Aguirre V.S., Winn J.N.",Stellar spin-orbit misalignment in a multiplanet system,2013,Science,143
Pierrehumbert R.T.,The hydrologic cycle in deep-time climate problems,2002,Nature,143
"Antonica F., Kasprzyk D.F., Opitz R., Iacovino M., Liao X.-H., Dumitrescu A.M., Refetoff S., Peremans K., Manto M., Kyba M., Costagliola S.",Generation of functional thyroid from embryonic stem cells,2012,Nature,144
"Killelea D.R., Campbell V.L., Shuman N.S., Utz A.L.",Bond-selective control of a heterogeneously catalyzed reaction,2008,Science,144
"Kim Y.K., Krupin O., Denlinger J.D., Bostwick A., Rotenberg E., Zhao Q., Mitchell J.F., Allen J.W., Kim B.J.",Fermi arcs in a doped pseudospin-1/2 Heisenberg antiferromagnet,2014,Science,144
"Tse J.S., Klug D.D., Tulk C.A., Swainson I., Svensson E.C., Loong C.-K., Shpakov V., Belosludov V.R., Belosludov R.V., Kawazoe Y.",The mechanisms for pressure-induced amorphization of ice I(h),1999,Nature,144
"Wang Y.-C., Ferguson E.L.",Spatial bistability of Dpp-receptor interactions during Drosophila dorsal-ventral patterning,2005,Nature,144
"Pande K., Hutchison C.D.M., Groenhof G., Aquila A., Robinson J.S., Tenboer J., Basu S., Boutet S., DePonte D.P., Liang M., White T.A., Zatsepin N.A., Yefanov O., Morozov D., Oberthuer D., Gati C., Subramanian G., James D., Zhao Y., Koralek J., Brayshaw J., Kupitz C., Conrad C., Roy-Chowdhury S., Coe J.D., Metz M., Xavier P.L., Grant T.D., Koglin J.E., Ketawala G., Fromme R., Srajer V., Henning R., Spence J.C., Ourmazd A., Schwander P., Weierstall U., Frank M., Fromme P., Barty A., Chapman H.N., Moffat K., Van Thor J.J., Schmidt M.",Femtosecond structural dynamics drives the trans/cis isomerization in photoactive yellow protein,2016,Science,145
"Price T.D., Hooper D.M., Buchanan C.D., Johansson U.S., Tietze D.T., Alström P., Olsson U., Ghosh-Harihar M., Ishtiaq F., Gupta S.K., Martens J., Harr B., Singh P., Mohan D.",Niche filling slows the diversification of Himalayan songbirds,2014,Nature,145
"Brohawn S.G., Leksa N.C., Spear E.D., Rajashankar K.R., Schwartz T.U.",Structural evidence for common ancestry of the nuclear pore complex and vesicle coats,2008,Science,146
"Chen S., Zhang Y.E., Long M.",New genes in Drosophila quickly become essential,2010,Science,146
"Ecker J.R., Bickmore W.A., Barroso I., Pritchard J.K., Gilad Y., Segal E.",Genomics: ENCODE explained,2012,Nature,146
"Battle A., Khan Z., Wang S.H., Mitrano A., Ford M.J., Pritchard J.K., Gilad Y.",Impact of regulatory variation from RNA to protein,2015,Science,148
"Lin J.-F., Vankó G., Jacobsen S.D., Iota V., Struzhkin V.V., Prakapenka V.B., Kuznetsov A., Yoo C.-S.",Spin transition zone in Earth's lower mantle,2007,Science,148
"Olalde I., Allentoft M.E., Sánchez-Quinto F., Santpere G., Chiang C.W.K., DeGiorgio M., Prado-Martinez J., Rodríguez J.A., Rasmussen S., Quilez J., Ramírez O., Marigorta U.M., Fernández-Callejo M., Prada M.E., Encinas J.M.V., Nielsen R., Netea M.G., Novembre J., Sturm R.A., Sabeti P., Marquès-Bonet T., Navarro A., Willerslev E., Lalueza-Fox C.","Derived immune and ancestral pigmentation alleles in a 7,000-year-old Mesolithic European",2014,Nature,148
"Rollmann S.M., Houck L.D., Feldhoff R.C.",Proteinaceous pheromone affecting female receptivity in a terrestrial salamander,1999,Science,148
"Eichler E.E., Nickerson D.A., Altshuler D., Bowcock A.M., Brooks L.D., Carter N.P., Church D.M., Felsenfeld A., Guyer M., Lee C., Lupski J.R., Mullikin J.C., Pritchard J.K., Sebat J., Sherry S.T., Smith D., Valle D., Waterston R.H.",Completing the map of human genetic variation,2007,Nature,149
"Moltke I., Grarup N., Jørgensen M.E., Bjerregaard P., Treebak J.T., Fumagalli M., Korneliussen T.S., Andersen M.A., Nielsen T.S., Krarup N.T., Gjesing A.P., Zierath J.R., Linneberg A., Wu X., Sun G., Jin X., Al-Aama J., Wang J., Borch-Johnsen K., Pedersen O., Nielsen R., Albrechtsen A., Hansen T.",A common Greenlandic TBC1D4 variant confers muscle insulin resistance and type 2 diabetes,2014,Nature,149
"Garner E.C., Campbell C.S., Weibel D.B., Mullins R.D.",Reconstitution of DNA segregation driven by assembly of a prokaryotic actin homolog,2007,Science,150
"Amaral Zettler L.A., Gómez F., Zettler E., Keenan B.G., Amils R., Sogin M.L.",Microbiology: eukaryotic diversity in Spain's River of Fire.,2002,Nature,151
"Dubrovinsky L., Dubrovinskaia N., Narygina O., Kantor I., Kuznetzov A., Prakapenka V.B., Vitos L., Johansson B., Mikhaylushkin A.S., Simak S.I., Abrikosov I.A.",Body-centered cubic iron-nickel alloy in earth's core,2007,Science,151
"Mariappan M., Li X., Stefanovic S., Sharma A., Mateja A., Keenan R.J., Hegde R.S.",A ribosome-associating factor chaperones tail-anchored membrane proteins,2010,Nature,151
"Scholes G.D., Fleming G.R., Chen L.X., Aspuru-Guzik A., Buchleitner A., Coker D.F., Engel G.S., Van Grondelle R., Ishizaki A., Jonas D.M., Lundeen J.S., McCusker J.K., Mukamel S., Ogilvie J.P., Olaya-Castro A., Ratner M.A., Spano F.C., Whaley K.B., Zhu X.",Using coherence to enhance function in chemical and biophysical systems,2017,Nature,153
"Husmann A., Betts J.B., Boebinger G.S., Migliori A., Rosenbaum T.F., Saboungi M.-L.",Megagauss sensors,2002,Nature,154
"Rohner N., Jarosz D.F., Kowalko J.E., Yoshizawa M., Jeffery W.R., Borowsky R.L., Lindquist S., Tabin C.J.",Cryptic variation in morphological evolution: HSP90 as a capacitor for loss of eyes in cavefish,2013,Science,154
"Su X., Ditlev J.A., Hui E., Xing W., Banjade S., Okrut J., King D.S., Taunton J., Rosen M.K., Vale R.D.",Phase separation of signaling molecules promotes T cell receptor signal transduction,2016,Science,154
"Yang C.-G., Yi C., Duguid E.M., Sullivan C.T., Jian X., Rice P.A., He C.",Crystal structures of DNA/RNA repair enzymes AlkB and ABH2 bound to dsDNA,2008,Nature,154
"Zhang Q., Jiang X., Tong D., Davis S.J., Zhao H., Geng G., Feng T., Zheng B., Lu Z., Streets D.G., Ni R., Brauer M., Van Donkelaar A., Martin R.V., Huo H., Liu Z., Pan D., Kan H., Yan Y., Lin J., He K., Guan D.",Transboundary health impacts of transported global air pollution and international trade,2017,Nature,154
"Ahn D.-G., Kourakis M.J., Rohde L.A., Slivert L.M., Ho R.K.",T-box gene Tbx5 is essential for formation of the pectoral limb bud,2002,Nature,155
"Cáceres M., Ranz J.M., Barbadilla A., Long M., Ruiz A.",Generation of a widespread Drosophila inversion by a transposable element,1999,Science,155
"Ramirez G., Beilock S.L.",Writing about testing worries boosts exam performance in the classroom,2011,Science,155
"Teng F.-Z., Dauphas N., Helz R.T.",Iron isotope fractionation during magmatic differentiation in Kilauea Iki lava lake,2008,Science,156
"White E.T., Tang J., Oka T.",CH5+: The infrared spectrum observed,1999,Science,156
"Hopkinson Jr. C.S., Vallino J.J.",Efficient export of carbon to the deep ocean through dissolved organic matter,2005,Nature,157
"Mayfield J.A., Fiebig A., Johnstone S.E., Preuss D.",Gene families from the Arabidopsis thaliana pollen coat proteome,2001,Science,157
"Auton A., Fledel-Alon A., Pfeifer S., Venn O., Ségurel L., Street T., Leffler E.M., Bowden R., Aneas I., Broxholme J., Humburg P., Iqbal Z., Lunter G., Maller J., Hernandez R.D., Melton C., Venkat A., Nobrega M.A., Bontrop R., Myers S., Donnelly P., Przeworski M., McVean G.",A fine-scale chimpanzee genetic map from population sequencing,2012,Science,158
