Authors,Title,Year,Source title,Cited by
"Adamczyk L., Adkins J.K., Agakishiev G., Aggarwal M.M., Ahammed Z., Alekseev I., Alford J., Aparin A., Arkhipkin D., Aschenauer E.C., Averichev G.S., Bairathi V., Banerjee A., Bellwied R., Bhasin A., Bhati A.K., Bhattarai P., Bielcik J., Bielcikova J., Bland L.C., Bordyuzhin I.G., Bouchet J., Brandenburg J.D., Brandin A.V., Bunzarov I., Butterworth J., Caines H., De La Barca Sánchez M.C., Campbell J.M., Cebra D., Cervantes M.C., Chakaberia I., Chaloupka P., Chang Z., Chattopadhyay S., Chen J.H., Chen X., Cheng J., Cherney M., Christie W., Contin G., Crawford H.J., Das S., De Silva L.C., Debbe R.R., Dedovich T.G., Deng J., Derevschikov A.A., Di Ruzza B., Didenko L., Dilks C., Dong X., Drachenberg J.L., Draper J.E., Du C.M., Dunkelberger L.E., Dunlop J.C., Efimov L.G., Engelage J., Eppley G., Esha R., Evdokimov O., Eyser O., Fatemi R., Fazio S., Federic P., Fedorisin J., Feng Z., Filip P., Fisyak Y., Flores C.E., Fulek L., Gagliardi C.A., Garand D., Geurts F., Gibson A., Girard M., Greiner L., Grosnick D., Gunarathne D.S., Guo Y., Gupta A., Gupta S., Guryn W., Hamad A., Hamed A., Haque R., Harris J.W., He L., Heppelmann S., Heppelmann S., Hirsch A., Hoffmann G.W., Hofman D.J., Horvat S., Huang B., Huang H.Z., Huang X., Huck P., Humanic T.J., Igo G., Jacobs W.W., Jang H., Jiang K., Judd E.G., Kabana S., Kalinkin D., Kang K., Kauder K., Ke H.W., Keane D., Kechechyan A., Khan Z.H., Kikoa D.P., Kisel I., Kisiel A., Klein S., Kochenda L., Koetke D.D., Kollegger T., Kosarzewski L.K., Kraishan A.F., Kravtsov P., Krueger K., Kulakov I., Kumar L., Kycia R.A., Lamont M.A.C., Landgraf J.M., Landry K.D., Lauret J., Lebedev A., Lednicky R., Lee J.H., Li X., Li Z.M., Li Y., Li W., Li X., Li C., Lisa M.A., Liu F., Ljubicic T., Llope W.J., Lomnitz M., Longacre R.S., Luo X., Ma G.L., Ma R., Ma Y.G., Ma L., Magdy N., Majka R., Manion A., Margetis S., Markert C., Masui H., Matis H.S., McDonald D., Meehan K., Minaev N.G., Mioduszewski S., Mishra D., Mohanty B., Mondal M.M., Morozov D.A., Mustafa M.K., Nandi B.K., Nasim Md., Nayak T.K., Nigmatkulov G., Nogach L.V., Noh S.Y., Novak J., Nurushev S.B., Odyniec G., Ogawa A., Oh K., Okorokov V., Olvitt D., Page B.S., Pak R., Pan Y.X., Pandit Y., Panebratsev Y., Pawlik B., Pei H., Perkins C., Peterson A., Pile P., Planinic M., Pluta J., Poljak N., Poniatowska K., Porter J., Posik M., Poskanzer A.M., Putschke J., Qiu H., Quintero A., Ramachandran S., Raniwala R., Raniwala S., Ray R.L., Ritter H.G., Roberts J.B., Rogachevskiy O.V., Romero J.L., Roy A., Ruan L., Rusnak J., Rusnakova O., Sahoo N.R., Sahu P.K., Sakrejda I., Salur S., Sandweiss J., Sarkar A., Schambach J., Scharenberg R.P., Schmah A.M., Schmidke W.B., Schmitz N., Seger J., Seyboth P., Shah N., Shahaliev E., Shanmuganathan P.V., Shao M., Sharma M.K., Sharma B., Shen W.Q., Shi S.S., Shou Q.Y., Sichtermann E.P., Sikora R., Simko M., Skoby M.J., Smirnov N., Smirnov D., Song L., Sorensen P., Spinka H.M., Srivastava B., Stanislaus T.D.S., Stepanov M., Stock R., Strikhanov M., Stringfellow B., Sumbera M., Summa B., Sun Z., Sun X.M., Sun Y., Sun X., Surrow B., Svirida N., Szelezniak M.A., Tang Z., Tang A.H., Tarnowsky T., Tawfik A., Thomas J.H., Timmins A.R., Tlusty D., Tokarev M., Trentalange S., Tribble R.E., Tribedy P., Tripathy S.K., Trzeciak B.A., Tsai O.D., Ullrich T., Underwood D.G., Upsal I., Buren G.V., Van Nieuwenhuizen G., Vandenbroucke M., Varma R., Vasiliev A.N., Vertesi R., Videbak F., Viyogi Y.P., Vokal S., Voloshin S.A., Vossen A., Wang G., Wang H., Wang J.S., Wang Y., Wang Y., Wang F., Webb J.C., Webb G., Wen L., Westfall G.D., Wieman H., Wissink S.W., Witt R., Wu Y.F., Xiao Z.G., Xie W., Xin K., Xu Y.F., Xu Q.H., Xu H., Xu N., Xu Z., Yang Y., Yang C., Yang S., Yang Y., Yang Q., Ye Z., Yepes P., Yi L., Yip K., Yoo I.-K., Yu N., Zbroszczyk H., Zha W., Zhang J.B., Zhang Z., Zhang J., Zhang S., Zhang X.P., Zhang J., Zhang Y., Zhao J., Zhong C., Zhou L., Zhu X., Zoulkarneeva Y., Zyzak M.",Measurement of interaction between antiprotons,2015,Nature,28
"Tobias S.M., Cattaneo F.",Shear-driven dynamo waves at high magnetic Reynolds number,2013,Nature,28
"Erclik T., Li X., Courgeon M., Bertet C., Chen Z., Baumert R., Ng J., Koo C., Arain U., Behnia R., Del Valle Rodriguez A., Senderowicz L., Negre N., White K.P., Desplan C.",Integration of temporal and spatial patterning generates neural diversity,2017,Nature,29
"Kraemer C., Nikseresht N., Piatek J.O., Tsyrulin N., Piazza B.D., Kiefer K., Klemke B., Rosenbaum T.F., Aeppli G., Gannarelli C., Prokes K., Podlesnyak A., Strässle T., Keller L., Zaharko O., Krämer K.W., Rønnow H.M.",Dipolar antiferromagnetism and quantum criticality in LiErF4,2012,Science,29
"Mara M.W., Hadt R.G., Reinhard M.E., Kroll T., Lim H., Hartsock R.W., Alonso-Mori R., Chollet M., Glownia J.M., Nelson S., Sokaras D., Kunnus K., Hodgson K.O., Hedman B., Bergmann U., Gaffney K.J., Solomon E.I.",Metalloprotein entatic control of ligand-metal bonds quantified by ultrafast x-ray spectroscopy,2017,Science,29
"Hougen J.T., Oka T.",Nuclear spin conversion in molecules,2005,Science,30
"Jaramillo R., Feng Y., Lang J.C., Islam Z., Srajer G., Littlewood P.B., McWhan D.B., Rosenbaum T.F.",Breakdown of the Bardeen-Cooper-Schrieffer ground state at a quantum phase transition,2009,Nature,30
"Jiang Y., Chen Z., Han Y., Deb P., Gao H., Xie S., Purohit P., Tate M.W., Park J., Gruner S.M., Elser V., Muller D.A.",Electron ptychography of 2D materials to deep sub-ångström resolution,2018,Nature,30
"Wu Q., Rauscher P.M., Lang X., Wojtecki R.J., De Pablo J.J., Hore M.J.A., Rowan S.J.",Poly[n]catenanes: Synthesis of molecular interlocked chains,2017,Science,30
"Evans J., Rzhetsky A.",Machine science,2010,Science,31
"Miller A.I., Foote M.",Epicontinental seas versus open-ocean settings: The kinetics of mass extinction and origination,2009,Science,31
"Riback J.A., Bowman M.A., Zmyslowski A.M., Knoverek C.R., Jumper J.M., Hinshaw J.R., Kaye E.B., Freed K.F., Clark P.L., Sosnick T.R.",Innovative scattering analysis shows that hydrophobic disordered proteins are expanded in water,2017,Science,31
"Silver M.A., Cary S.K., Johnson J.A., Baumbach R.E., Arico A.A., Luckey M., Urban M., Wang J.C., Polinski M.J., Chemey A., Liu G., Chen K.-W., Van Cleve S.M., Marsh M.L., Eaton T.M., Van De Burgt L.J., Gray A.L., Hobart D.E., Hanson K., Maron L., Gendron F., Autschbach J., Speldrich M., Kögerler P., Yang P., Braley J., Albrecht-Schmitt T.E.",Characterization of berkelium(III) dipicolinate and borate compounds in solution and the solid state,2016,Science,31
"Wang D., Pan K., Subedi R., Deng X., Ahmed Z., Allada K., Aniol K.A., Armstrong D.S., Arrington J., Bellini V., Beminiwattha R., Benesch J., Benmokhtar F., Bertozzi W., Camsonne A., Canan M., Cates G.D., Chen J.-P., Chudakov E., Cisbani E., Dalton M.M., De Jager C.W., De Leo R., Deconinck W., Deur A., Dutta C., El Fassi L., Erler J., Flay D., Franklin G.B., Friend M., Frullani S., Garibaldi F., Gilad S., Giusa A., Glamazdin A., Golge S., Grimm K., Hafidi K., Hansen J.-O., Higinbotham D.W., Holmes R., Holmstrom T., Holt R.J., Huang J., Hyde C.E., Jen C.M., Jones D., Kang H., King P.M., Kowalski S., Kumar K.S., Lee J.H., LeRose J.J., Liyanage N., Long E., McNulty D., Margaziotis D.J., Meddi F., G.Meekins D., Mercado L., Meziani Z.-E., Michaels R., Mihovilovic M., Muangma N., Myers K.E., Nanda S., Narayan A., Nelyubin V., Nuruzzaman N., Oh Y., Parno D., Paschke K.D., Phillips S.K., Qian X., Qiang Y., Quinn B., Rakhman A., Reimer P.E., Rider K., Riordan S., Roche J., Rubin J., Russo G., Saenboonruang K., Saha A., Sawatzky B., Shahinyan A., Silwal R., Sirca S., Souder P.A., Suleiman R., Sulkosky V., Sutera C.M., Tobias W.A., Urciuoli G.M., Waidyawansa B., Wojtsekhowski B., Ye L., Zhao B., Zheng X.",Measurement of parity violation in electron-quark scattering,2014,Nature,32
"Downs J.P., Daeschler E.B., Jenkins Jr. F.A., Shubin N.H.",The cranial endoskeleton of Tiktaalik roseae,2008,Nature,33
"Greber N.D., Dauphas N., Bekker A., Ptáček M.P., Bindeman I.N., Hofmann A.",Titanium isotopic evidence for felsic crust and plate tectonics 3.5 billion years ago,2017,Science,33
Heller S.B.,Summer jobs reduce violence among disadvantaged youth,2014,Science,33
"Luo Z.-X., Meng Q.-J., Ji Q., Liu D., Zhang Y.-G., Neander A.I.",Evolutionary development in basal mammaliaforms as revealed by a docodontan,2015,Science,33
"Petrou V.I., Herrera C.M., Schultz K.M., Clarke O.B., Vendome J., Tomasek D., Banerjee S., Rajashankar K.R., Dufrisne M.B., Kloss B., Kloppmann E., Rost B., Klug C.S., Trent M.S., Shapiro L., Mancia F.",Structural biology: Structures of aminoarabinose transferase ArnT suggest a molecular basis for lipid A glycosylation,2016,Science,33
"Sugahara F., Pascual-Anaya J., Oisi Y., Kuraku S., Aota S.-I., Adachi N., Takagi W., Hirai T., Sato N., Murakami Y., Kuratani S.",Evidence from cyclostomes for complex regionalization of the ancestral vertebrate brain,2016,Nature,33
"Xie S., Tu L., Han Y., Huang L., Kang K., Lao K.U., Poddar P., Park C., Muller D.A., DiStasio R.A., Park J.","Coherent, atomically thin transition-metal dichalcogenide superlattices with engineered strain",2018,Science,33
Dauphas N.,The U/Th production ratio and the age of the Milky Way from meteorites and Galactic halo stars,2005,Nature,34
"Hirabayashi M., Scheeres D.J., Chesley S.R., Marchi S., McMahon J.W., Steckloff J., Mottola S., Naidu S.P., Bowling T.",Fission and reconfiguration of bilobate comets as revealed by 67P/Churyumov-Gerasimenko,2016,Nature,34
"Kang Y., Kuybeda O., De Waal P.W., Mukherjee S., Van Eps N., Dutka P., Zhou X.E., Bartesaghi A., Erramilli S., Morizumi T., Gu X., Yin Y., Liu P., Jiang Y., Meng X., Zhao G., Melcher K., Ernst O.P., Kossiakoff A.A., Subramaniam S., Xu H.E.",Cryo-EM structure of human rhodopsin bound to an inhibitory G protein,2018,Nature,34
"Mandal J., Fu Y., Overvig A.C., Jia M., Sun K., Shi N.N., Zhou H., Xiao X., Yu N., Yang Y.",Hierarchically porous polymer coatings for highly efficient passive daytime radiative cooling,2018,Science,34
"Burke M., Craxton M., Kolstad C.D., Onda C., Allcott H., Baker E., Barrage L., Carson R., Gillingham K., Graf-Zivin J., Greenstone M., Hallegatte S., Hanemann W.M., Heal G., Hsiang S., Jones B., Kelly D.L., Kopp R., Kotchen M., Mendelsohn R., Meng K., Metcalf G., Moreno-Cruz J., Pindyck R., Rose S., Rudik I., Stock J., Tol R.S.J.",Opportunities for advances in climate change economics,2016,Science,35
"Clark L.W., Feng L., Chin C.",Universal space-time scaling symmetry in the dynamics of bosons across a quantum phase transition,2016,Science,36
"Pikul J.H., Li S., Bai H., Hanlon R.T., Cohen I., Shepherd R.F.",Stretchable surfaces with programmable 3D texture morphing for synthetic camouflaging skins,2017,Science,36
"Bever G.S., Lyson T.R., Field D.J., Bhullar B.-A.S.",Evolutionary origin of the turtle skull,2015,Nature,37
"Gandal M.J., Zhang P., Hadjimichael E., Walker R.L., Chen C., Liu S., Won H., Van Bakel H., Varghese M., Wang Y., Shieh A.W., Haney J., Parhami S., Belmont J., Kim M., Losada P.M., Khan Z., Mleczko J., Xia Y., Dai R., Wang D., Yang Y.T., Xu M., Fish K., Hof P.R., Warrell J., Fitzgerald D., White K., Jaffe A.E., Peters M.A., Gerstein M., Liu C., Iakoucheva L.M., Pinto D., Geschwind D.H.","Transcriptome-wide isoform-level dysregulation in ASD, schizophrenia, and bipolar disorder",2018,Science,37
"Hekstra D.R., White K.I., Socolich M.A., Henning R.W., Šrajer V., Ranganathan R.",Electric-field-stimulated protein mechanics,2016,Nature,37
"Miller A.I., Foote M.",Increased Longevities of Post-Paleozoic Marine Genera After Mass Extinctions,2003,Science,37
"Sung N.S., Gordon J.I., Rose G.D., Getzoff E.D., Kron S.J., Mumford D., Onuchic J.N., Scherer N.F., Sumners D.L., Kopell N.J.",Educating future scientists,2003,Science,37
"Wang Y., Fedin I., Zhang H., Talapin D.V.",Direct optical lithography of functional inorganic nanomaterials,2017,Science,37
"Griffith K.J., Wiaderek K.M., Cibin G., Marbella L.E., Grey C.P.",Niobium tungsten oxides for high-rate lithium-ion energy storage,2018,Nature,38
"Zhang H., Dasbiswas K., Ludwig N.B., Han G., Lee B., Vaikuntanathan S., Talapin D.V.",Stable colloids in molten inorganic salts,2017,Nature,38
"Arbic B.K., MacAyeal D.R., Mitrovica J.X., Milne G.A.",Ocean tides and Heinrich events,2004,Nature,39
"Grilli J., Barabás G., Michalska-Smith M.J., Allesina S.",Higher-order interactions stabilize dynamics in competitive network models,2017,Nature,39
"Li C., Rieppel O., LaBarbera M.C.",A triassic aquatic protorosaur with an extremely long neck,2004,Science,39
"Marth C.J., Gallego G.M., Lee J.C., Lebold T.P., Kulyk S., Kou K.G.M., Qin J., Lilien R., Sarpong R.",Network-analysis-guided synthesis of weisaconitine D and liljestrandinine,2015,Nature,40
"Oka T., McCall B.J.",Disclosing identities in diffuse interstellar bands,2011,Science,40
"Fray N., Bardyn A., Cottin H., Altwegg K., Baklouti D., Briois C., Colangeli L., Engrand C., Fischer H., Glasmachers A., Grün E., Haerendel G., Henkel H., Höfner H., Hornung K., Jessberger E.K., Koch A., Krüger H., Langevin Y., Lehto H., Lehto K., Le Roy L., Merouane S., Modica P., Orthous-Daunay F.-R., Paquette J., Raulin F., Rynö J., Schulz R., Silén J., Siljeström S., Steiger W., Stenzel O., Stephan T., Thirkell L., Thomas R., Torkar K., Varmuza K., Wanczek K.-P., Zaprudin B., Kissel J., Hilchenbach M.",High-molecular-weight organic matter in the particles of comet 67P/Churyumov-Gerasimenko,2016,Nature,41
"Li X., Kim Y., Tsang E.K., Davis J.R., Damani F.N., Chiang C., Hess G.T., Zappala Z., Strober B.J., Scott A.J., Li A., Ganna A., Bassik M.C., Merker J.D., Aguet F., Ardlie K.G., Cummings B.B., Gelfand E.T., Getz G., Hadley K., Handsaker R.E., Huang K.H., Kashin S., Karczewski K.J., Lek M., Li X., MacArthur D.G., Nedzel J.L., Nguyen D.T., Noble M.S., Segrè A.V., Trowbridge C.A., Tukiainen T., Abell N.S., Balliu B., Barshir R., Basha O., Bogu G.K., Brown A., Brown C.D., Castel S.E., Chen L.S., Conrad D.F., Cox N.J., Delaneau O., Dermitzakis E.T., Engelhardt B.E., Eskin E., Ferreira P.G., Frésard L., Gamazon E.R., Garrido-Martín D., Gewirtz A.D.H., Gliner G., Gloudemans M.J., Guigo R., Hall I.M., Han B., He Y., Hormozdiari F., Howald C., Im H.K., Jo B., Kang E.Y., Kim-Hellmuth S., Lappalainen T., Li G., Liu B., Mangul S., McCarthy M.I., McDowell I.C., Mohammadi P., Monlong J., Muñoz-Aguirre M., Ndungu A.W., Nicolae D.L., Nobel A.B., Oliva M., Ongen H., Palowitch J.J., Panousis N., Papasaikas P., Park Y., Parsana P., Payne A.J., Peterson C.B., Quan J., Reverter F., Sabatti C., Saha A., Sammeth M., Shabalin A.A., Sodaei R., Stephens M., Stranger B.E., Sul J.H., Urbut S., Van De Bunt M., Wang G., Wen X., Wright F.A., Xi H.S., Yeger-Lotem E., Zaugg J.B., Zhou Y.-H., Akey J.M., Bates D., Chan J., Claussnitzer M., Demanelis K., Diegel M., Doherty J.A., Feinberg A.P., Fernando M.S., Halow J., Hansen K.D., Haugen E., Hickey P.F., Hou L., Jasmine F., Jian R., Jiang L., Johnson A., Kaul R., Kellis M., Kibriya M.G., Lee K., Billy Li J., Li Q., Lin J., Lin S., Linder S., Linke C., Liu Y., Maurano M.T., Molinie B., Nelson J., Neri F.J., Park Y., Pierce B.L., Rinaldi N.J., Rizzardi L.F., Sandstrom R., Skol A., Smith K.S., Snyder M.P., Stamatoyannopoulos J., Tang H., Wang L., Wang M., Van Wittenberghe N., Wu F., Zhang R., Nierras C.R., Branton P.A., Carithers L.J., Guan P., Moore H.M., Rao A., Vaught J.B., Gould S.E., Lockart N.C., Martin C., Struewing J.P., Volpi S., Addington A.M., Koester S.E., Little A.R., Brigham L.E., Hasz R., Hunter M., Johns C., Johnson M., Kopen G., Leinweber W.F., Lonsdale J.T., McDonald A., Mestichelli B., Myer K., Roe B., Salvatore M., Shad S., Thomas J.A., Walters G., Washington M., Wheeler J., Bridge J., Foster B.A., Gillard B.M., Karasik E., Kumar R., Miklos M., Moser M.T., Jewell S.D., Montroy R.G., Rohrer D.C., Valley D.R., Davis D.A., Mash D.C., Undale A.H., Smith A.M., Tabor D.E., Roche N.V., McLean J.A., Vatanian N., Robinson K.L., Sobin L., Barcus M.E., Valentino K.M., Qi L., Hunter S., Hariharan P., Singh S., Sung Um K., Matose T., Tomaszewski M.M., Barker L.K., Mosavel M., Siminoff L.A., Traino H.M., Flicek P., Juettemann T., Ruffier M., Sheppard D., Taylor K., Trevanion S.J., Zerbino D.R., Craft B., Goldman M., Haeussler M., Kent W.J., Lee C.M., Paten B., Rosenbloom K.R., Vivian J., Zhu J., Battle A., Montgomery S.B.",The impact of rare variation on gene expression across tissues,2017,Nature,41
"Rudenko A., Inhester L., Hanasaki K., Li X., Robatjazi S.J., Erk B., Boll R., Toyota K., Hao Y., Vendrell O., Bomme C., Savelyev E., Rudek B., Foucar L., Southworth S.H., Lehmann C.S., Kraessig B., Marchenko T., Simon M., Ueda K., Ferguson K.R., Bucher M., Gorkhover T., Carron S., Alonso-Mori R., Koglin J.E., Correa J., Williams G.J., Boutet S., Young L., Bostedt C., Son S.-K., Santra R., Rolles D.",Femtosecond response of polyatomic molecules to ultra-intense hard X-rays,2017,Nature,41
"Skinner L.B., Benmore C.J., Weber J.K.R., Williamson M.A., Tamalonis A., Hebden A., Wiencek T., Alderman O.L.G., Guthrie M., Leibowitz L., Parise J.B.",Molten uranium dioxide structure and dynamics,2014,Science,41
"Stockbridge R.B., Kolmakova-Partensky L., Shane T., Koide A., Koide S., Miller C., Newstead S.",Crystal structures of a double-barrelled fluoride ion channel,2015,Nature,41
"Stuwe T., Bley C.J., Thierbach K., Petrovic S., Schilbach S., Mayo D.J., Perriches T., Rundlet E.J., Jeon Y.E., Collins L.N., Huber F.M., Lin D.H., Paduch M., Koide A., Lu V., Fischer J., Hurt E., Koide S., Kossiakoff A.A., Hoelz A.",Architecture of the fungal nuclear pore inner ring complex,2015,Science,41
"Wang Y.-L., Xiao Z.-L., Snezhko A., Xu J., Ocola L.E., Divan R., Pearson J.E., Crabtree G.W., Kwok W.-K.",Rewritable artificial magnetic charge ice,2016,Science,41
Jablonski D.,The future of the fossil record,1999,Science,42
"Lin Q.-Y., Mason J.A., Li Z., Zhou W., O’Brien M.N., Brown K.A., Jones M.R., Butun S., Lee B., Dravid V.P., Aydin K., Mirkin C.A.",Building superlattices from individual nanoparticles via template-confined DNA-mediated assembly,2018,Science,42
"Mills S.M., Fabrycky D.C., Migaszewski C., Ford E.B., Petigura E., Isaacson H.","A resonant chain of four transiting, sub-Neptune planets",2016,Nature,42
"Park H., Pontius W., Guet C.C., Marko J.F., Emonet T., Cluzel P.",Interdependence of behavioural variability and response to small stimuli in bacteria,2010,Nature,42
"Sun Y., Zuo X., Sankaranarayanan S.K.R.S., Peng S., Narayanan B., Kamath G.",Quantitative 3D evolution of colloidal nanoparticle oxidation in solution,2017,Science,42
"Bajaj V.S., Paulsen J., Harel E., Pines A.",Zooming in on microscopic flow by remotely detected MRI,2010,Science,43
Crabtree G.,Perspective: The energy-storage revolution,2015,Nature,43
"Kim Y.-G., Sakamoto K., Seo S.-U., Pickard J.M., Gillilland M.G., Pudlo N.A., Hoostal M., Li X., Wang T.D., Feehley T., Stefka A.T., Schmidt T.M., Martens E.C., Fukuda S., Inohara N., Nagler C.R., Núñez G.",Neonatal acquisition of Clostridia species protects against colonization by bacterial pathogens,2017,Science,43
"Meng Q.-J., Ji Q., Zhang Y.-G., Liu D., Grossnickle D.M., Luo Z.-X.",An arboreal docodont from the jurassic and mammaliaform ecological diversification,2015,Science,43
"Frisch P.C., Bzowski M., Livadiotis G., McComas D.J., Moebius E., Mueller H.-R., Pryor W.R., Schwadron N.A., Sokół J.M., Vallerga J.V., Ajello J.M.",Decades-long changes of the interstellar wind through our solar system,2013,Science,44
"Jontof-Hutter D., Rowe J.F., Lissauer J.J., Fabrycky D.C., Ford E.B.",The mass of the Mars-sized exoplanet Kepler-138 b from transit timing,2015,Nature,44
"Kammertoens T., Friese C., Arina A., Idel C., Briesemeister D., Rothe M., Ivanov A., Szymborska A., Patone G., Kunz S., Sommermeyer D., Engels B., Leisegang M., Textor A., Joerg Fehling H., Fruttiger M., Lohoff M., Herrmann A., Yu H., Weichselbaum R., Uckert W., Hübner N., Gerhardt H., Beule D., Schreiber H., Blankenstein T.",Tumour ischaemia by interferon-γ resembles physiological blood vessel regression,2017,Nature,44
"Moreno-Mayar J.V., Potter B.A., Vinner L., Steinrücken M., Rasmussen S., Terhorst J., Kamm J.A., Albrechtsen A., Malaspinas A.-S., Sikora M., Reuther J.D., Irish J.D., Malhi R.S., Orlando L., Song Y.S., Nielsen R., Meltzer D.J., Willerslev E.",Terminal Pleistocene Alaskan genome reveals first founding population of Native Americans,2018,Nature,45
"Nakamura T., Gehrke A.R., Lemberg J., Szymaszek J., Shubin N.H.",Digits and fin rays share common developmental histories,2016,Nature,45
"Bassett L.C., Heremans F.J., Christle D.J., Yale C.G., Burkard G., Buckley B.B., Awschalom D.D.",Ultrafast optical control of orbital and spin dynamics in a solid-state defect,2014,Science,46
